generated_scaffold,nearest_reference_scaffold,max_tanimoto_similarity
O=c1cc(-c2ccnc(NC3CC3)n2)c(Nc2ccccc2)c[nH]1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.3707865168539326
c1cnc(NC2CCC(Nc3nccc(-c4cc[nH]c4)n3)CC2)nc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.3707865168539326
O=C1CCCC1Nc1nccc(-c2ccnc(Nc3ccccc3)c2)n1,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.3707865168539326
O=c1cc(-c2ccnc(NC3CC3)n2)ccn1C1CCC1,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.3707865168539326
c1cnc2[nH]cc(-c3ccnc(NC4CCC(C5CCOCC5)CC4)c3)c2c1,c1cnc2[nH]cc(-c3nccc(NC4CCCCC4)n3)c2c1,0.3711340206185567
c1cnc(NC2CCCC(Nc3nccc(-c4cn[nH]c4)n3)CC2)nc1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.37209302325581395
O=C1N=CNn2c(-c3ccnc(NC4CC4)n3)cnc2N1,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,0.3723404255319149
c1cc(-c2cnn(C3CCOC3)c2)nc(NC2COC2)n1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.3723404255319149
c1cnc2c(c1)c(-c1ccnc(NC3CCNCC3)n1)cn2CCN1CC1,c1ccn2c(-c3ccnc(NC4CCNCC4)n3)cnc2c1,0.37254901960784315
c1cc(-c2cc[nH+]cn2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.37333333333333335
O=c1cc(-c2ccnc(NC3CCC3)n2)ccn1NC1CCC1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.37362637362637363
c1cc(-c2ccc(-c3ccc(C4CC4)nc3)cc2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.375
c1cc(-c2cnn(C3CCCCOC3)c2)nc(NC2CCNCC2)n1,c1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1,0.3761467889908257
O=C1c2cccc(-c3ccnc(NC4CC4)n3)c2CN1c1ccncn1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.3763440860215054
c1ccc2cc(-c3ccnc(NC4CC4)n3)ccc2c1,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.3764705882352941
O=c1nc(-c2ccnc(NC3CC3)n2)ccn1C1CC1,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.3764705882352941
O=C(c1ccc(Nc2ccnc(NC3CC3)n2)cc1)N1CCOC1,c1ccc(Nc2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0.37777777777777777
c1cc(-c2cc[nH]c2)nc(NC2CC2)n1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.3783783783783784
c1cc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)ncn1,c1ccc(Nc2ccncn2)cc1,0.3787878787878788
c1cnc(Nc2ccc(-c3ccnc(NC4CC4)n3)cc2)nc1,c1ccc(-c2nc(C3CCNCC3)[nH]c2-c2ccnc(NC3CC3)n2)cc1,0.3793103448275862
c1cnc2c(c1)c(-c1ccnc(NC3CC3)n1)cn2CCNC1CC1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38461538461538464
c1ccc(NCc2cnccc2-c2ccnc(NC3CC3)n2)cc1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38636363636363635
c1cnc(Nc2cccc(-c3ccnc(NC4CC4)n3)c2)nc1,c1ccc(-c2nn3ccccc3c2-c2ccnc(NC3CC3)n2)cc1,0.38636363636363635
O=c1ccnc(-c2ccnc(NC3CC3)n2)[nH]1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.38666666666666666
c1cc(-c2cncc(NC3CC3)n2)nc(NC2CCC2)n1,c1cc(-c2cn[nH]c2C2CCCCC2)nc(NC2CCCC2)n1,0.3875
O=c1ccc(-c2ccnc(NC3CCC3)n2)co1,c1ccc(Cn2cc(-c3ccnc(NC4CCCCC4)n3)cn2)cc1,0.38823529411764707
c1ccc(Nc2cc(-c3ccnc(NCC4CO4)n3)ccn2)cc1,c1ccc(Nc2nccc(-c3ccnc(-c4ccccc4)c3)n2)cc1,0.38823529411764707
c1cc(-c2ccnc(NC3CC3)n2)ncn1,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1,0.3888888888888889
